trip_id,driver_id,rider_id,pickup_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_start_time,trip_duration_min,distance_km,vehicle_type,status,base_fare,surge_multiplier,total_fare,tip_amount,driver_rating,rider_rating,payment_method,is_surge
TRP0000129,DRV00232,RDR000620,San Jose,34.400102,-101.160294,33.29916,-108.905571,2023-02-17T14:32:00Z,40,41.56,Premium,Completed,34.77,2.6,97.7,3.08,2.4,2.9,Wallet,False
TRP0000130,DRV00074,RDR001922,New York,37.129173,-73.327585,34.641497,-116.355136,2023-07-18T22:55:00Z,14,38.59,Motorbike,Completed,123.85,1.01,354.79,13.74,3.4,1.3,Corporate,True
TRP0000131,DRV00053,RDR000047,Phoenix,37.620479,-103.95357,40.137085,-103.560383,2023-04-09T09:17:00Z,86,26.27,Premium,No Show,112.6,2.55,263.74,5.45,1.6,1.5,Card,False
TRP0000132,DRV00278,RDR001932,Chicago,38.63483,-105.252954,34.958601,-114.794071,2023-11-10T10:34:00Z,42,17.84,Motorbike,In Progress,42.84,1.1,45.32,18.07,1.2,2.5,Card,False
TRP0000133,DRV00201,RDR001290,San Jose,39.689395,-86.528553,37.930523,-103.940171,2023-04-12T22:48:00Z,78,9.36,Electric,Completed,134.02,2.95,336.59,9.31,1.5,4.3,Corporate,True
TRP0000134,DRV00234,RDR000954,San Antonio,36.764367,-75.364828,34.149773,-77.693461,2023-05-13T11:25:00Z,84,15.86,SUV,Cancelled,107.4,2.4,250.28,15.78,4.5,2.8,Card,True
TRP0000135,DRV00244,RDR000350,New York,35.258059,-102.312305,37.597426,-95.142265,2023-07-27T22:50:00Z,63,6.09,Electric,Completed,70.8,1.65,162.76,15.85,3.1,2.6,Corporate,False
TRP0000136,DRV00125,RDR000698,Philadelphia,34.665905,-86.767306,36.449188,-73.890765,2023-10-18T10:34:00Z,63,27.62,SUV,Cancelled,59.42,1.35,139.0,14.79,3.8,4.3,Card,False
TRP0000137,DRV00167,RDR001958,San Jose,36.24635,-91.078337,38.484069,-91.161756,2023-07-14T10:31:00Z,58,27.98,Motorbike,Completed,28.9,1.18,76.12,17.75,4.6,3.5,Card,False
TRP0000138,DRV00077,RDR001184,Phoenix,36.577278,-108.745224,40.019403,-104.51191,2023-12-14T09:58:00Z,39,22.92,Economy,In Progress,60.33,2.44,170.75,19.81,3.3,3.4,Corporate,False
TRP0000139,DRV00151,RDR000002,San Antonio,38.626833,-81.066102,35.873957,-79.243847,2023-01-16T07:27:00Z,72,3.59,Comfort,In Progress,145.28,2.25,352.09,8.12,2.7,1.8,Cash,False
TRP0000140,DRV00072,RDR000738,Phoenix,39.719701,-111.057972,40.979648,-87.847026,2023-03-10T00:04:00Z,51,9.82,Comfort,Completed,126.97,1.29,351.68,13.16,4.9,1.5,Cash,False
TRP0000141,DRV00234,RDR001277,San Antonio,34.438379,-95.076329,37.4164,-97.74794,2023-07-01T07:11:00Z,79,44.73,SUV,In Progress,139.76,2.21,301.31,16.94,1.9,3.0,Corporate,False
TRP0000142,DRV00018,RDR000755,Philadelphia,33.905315,-96.331019,38.523978,-111.606063,2023-09-27T08:29:00Z,74,48.92,SUV,Completed,74.04,2.05,164.38,4.9,3.5,3.7,Card,False
TRP0000143,DRV00028,RDR000961,Los Angeles,36.632278,-77.227521,37.591722,-103.08187,2023-06-30T09:18:00Z,70,45.23,Electric,Cancelled,117.44,1.07,334.2,14.99,3.9,3.3,Card,False
TRP0000144,DRV00297,RDR000598,San Antonio,39.471166,-89.905735,35.294525,-114.287042,2023-09-16T02:54:00Z,8,8.87,Motorbike,No Show,99.48,1.5,222.0,5.5,2.0,4.0,Cash,False
TRP0000145,DRV00229,RDR001436,Philadelphia,34.889567,-109.863586,37.219111,-116.510926,2023-02-13T04:38:00Z,24,18.8,Comfort,Cancelled,41.4,2.68,103.73,8.26,2.5,3.6,Cash,False
TRP0000146,DRV00296,RDR000542,San Diego,39.043871,-112.780254,34.340803,-100.056484,2023-06-04T15:47:00Z,46,36.85,Economy,Cancelled,10.99,1.76,26.5,9.49,1.6,4.5,Card,False
TRP0000147,DRV00230,RDR001399,New York,40.646966,-113.618606,37.250347,-102.077736,2023-08-10T19:58:00Z,42,19.41,Comfort,No Show,144.38,1.67,221.5,1.97,3.6,2.6,Cash,False
TRP0000148,DRV00267,RDR000642,Phoenix,37.3809,-87.723916,39.653516,-117.461737,2023-02-20T16:06:00Z,90,17.2,Motorbike,In Progress,149.0,1.7,365.12,5.04,1.1,3.5,Card,False
TRP0000149,DRV00063,RDR001239,San Jose,34.039258,-88.462242,40.199178,-92.526904,2023-04-05T03:44:00Z,17,35.55,Motorbike,Cancelled,15.7,1.51,30.36,18.72,3.6,4.7,Wallet,False
TRP0000150,DRV00166,RDR000128,San Antonio,36.062392,-103.030537,33.480469,-74.997744,2023-05-16T05:28:00Z,11,13.24,Premium,Completed,43.76,1.98,125.03,12.21,1.7,3.0,Cash,False
TRP0000151,DRV00112,RDR001466,San Jose,35.07197,-116.43126,33.563299,-85.260468,2023-08-17T00:57:00Z,15,30.89,SUV,In Progress,137.15,1.3,312.79,18.66,3.7,2.1,Wallet,False
TRP0000152,DRV00295,RDR000828,Chicago,39.752393,-82.857833,39.283054,-93.694208,2023-01-02T12:44:00Z,64,0.68,Economy,In Progress,73.29,1.24,151.75,19.83,2.3,2.2,Card,True
TRP0000153,DRV00188,RDR000942,Phoenix,39.083625,-104.95186,34.624964,-93.048604,2023-07-16T21:12:00Z,45,26.96,Motorbike,No Show,14.83,2.39,41.42,12.61,2.4,1.3,Corporate,False
TRP0000154,DRV00072,RDR001215,Phoenix,34.907881,-100.505461,39.341913,-89.046656,2023-09-13T17:53:00Z,5,2.27,Comfort,In Progress,108.8,2.93,112.37,6.79,2.4,3.9,Corporate,True
TRP0000155,DRV00109,RDR001926,Philadelphia,38.424623,-78.658507,34.191629,-91.929443,2023-02-06T01:47:00Z,87,40.45,Electric,Cancelled,79.9,1.98,82.95,18.14,3.5,2.0,Cash,True
TRP0000156,DRV00089,RDR000200,San Diego,36.649477,-110.318978,37.72834,-81.198992,2023-02-24T03:31:00Z,41,31.82,Economy,Cancelled,123.65,1.13,173.76,6.75,4.3,4.0,Corporate,False
TRP0000157,DRV00062,RDR000659,Chicago,39.691417,-82.310425,39.113823,-91.311164,2023-06-21T02:07:00Z,75,48.8,Electric,No Show,83.25,1.28,152.37,13.93,3.2,2.8,Card,False
TRP0000158,DRV00052,RDR001593,Phoenix,34.262029,-78.416788,33.645781,-117.67492,2023-02-15T22:41:00Z,82,39.66,Comfort,No Show,93.03,1.83,243.26,15.45,3.8,1.8,Wallet,False
TRP0000159,DRV00211,RDR000078,Phoenix,37.770176,-85.726056,37.896399,-114.039046,2023-06-04T11:26:00Z,24,12.34,Premium,Completed,92.75,2.12,128.35,19.73,4.9,3.5,Cash,False
TRP0000160,DRV00107,RDR000306,Phoenix,38.48195,-74.414177,36.795303,-110.065428,2023-12-10T01:03:00Z,26,14.18,Motorbike,No Show,19.56,1.57,36.56,6.69,4.2,4.0,Card,True
TRP0000161,DRV00027,RDR000060,Chicago,36.880491,-112.777071,40.160633,-85.536861,2023-10-31T18:20:00Z,24,46.28,Economy,In Progress,26.23,1.4,61.74,6.51,4.1,2.3,Card,False
TRP0000162,DRV00212,RDR000151,New York,36.767922,-96.201653,40.123911,-111.477643,2023-11-09T14:11:00Z,50,43.56,Comfort,In Progress,134.03,1.75,256.73,3.88,2.4,2.1,Wallet,False
TRP0000163,DRV00017,RDR000228,Chicago,39.813211,-97.363948,34.369611,-102.53908,2023-06-01T19:10:00Z,9,34.76,Premium,Cancelled,44.25,2.16,93.17,4.59,2.6,3.1,Cash,False
TRP0000164,DRV00237,RDR000506,San Jose,34.982652,-98.458808,34.779253,-76.263414,2023-03-18T18:57:00Z,56,14.32,Electric,Completed,111.22,1.84,121.06,19.83,3.9,3.0,Corporate,False
TRP0000165,DRV00246,RDR000493,San Jose,33.664732,-84.111459,38.545279,-99.702186,2023-04-22T04:22:00Z,14,40.58,SUV,No Show,69.51,1.48,208.38,0.32,3.7,1.6,Corporate,True
TRP0000166,DRV00233,RDR000831,Dallas,34.479566,-78.780169,38.014488,-86.324407,2023-01-01T20:04:00Z,19,23.46,Electric,In Progress,131.51,2.79,219.07,0.65,2.7,2.1,Cash,True
TRP0000167,DRV00172,RDR001864,Los Angeles,38.397224,-78.040994,33.887732,-101.548411,2023-11-13T01:23:00Z,9,36.92,SUV,No Show,78.67,1.35,166.59,1.34,3.8,1.8,Wallet,False
TRP0000168,DRV00277,RDR001541,San Diego,37.640955,-74.840332,34.678352,-84.474248,2023-04-26T10:22:00Z,63,6.12,Electric,No Show,111.39,2.01,205.61,1.09,2.5,2.8,Card,False
TRP0000169,DRV00273,RDR000926,Los Angeles,37.96761,-82.004326,40.562923,-81.604186,2023-02-03T06:57:00Z,70,34.08,Economy,In Progress,135.22,1.17,240.88,3.58,4.8,1.3,Cash,False
TRP0000170,DRV00058,RDR000419,Los Angeles,37.165501,-89.772571,35.345356,-74.369143,2023-10-05T04:30:00Z,65,35.01,Motorbike,No Show,25.12,1.84,62.18,0.43,1.8,1.1,Cash,False
TRP0000171,DRV00211,RDR000669,Phoenix,36.889187,-88.036509,37.24133,-93.318908,2023-08-23T09:36:00Z,85,29.15,Premium,Cancelled,97.97,2.8,158.02,15.79,1.9,2.5,Wallet,True
TRP0000172,DRV00076,RDR001267,San Diego,40.393053,-85.968452,35.281973,-74.205726,2023-12-29T22:57:00Z,60,17.98,Economy,Cancelled,143.56,1.32,177.13,19.88,3.3,2.8,Wallet,False
TRP0000173,DRV00106,RDR000705,New York,34.183554,-97.820691,40.803725,-93.986067,2023-03-04T00:25:00Z,6,28.34,Electric,In Progress,100.84,2.54,291.99,18.56,1.6,4.9,Wallet,False
TRP0000174,DRV00243,RDR001638,San Diego,37.521852,-77.190365,36.536844,-86.988386,2023-09-03T01:08:00Z,75,44.85,SUV,Completed,101.03,1.62,182.18,16.82,2.8,1.4,Card,False
TRP0000175,DRV00299,RDR000172,Philadelphia,37.307298,-97.954386,38.372462,-114.068038,2023-09-20T12:12:00Z,37,26.56,Motorbike,In Progress,31.77,1.64,70.22,18.87,4.6,2.4,Cash,False
TRP0000176,DRV00190,RDR000720,Philadelphia,35.464683,-97.949078,37.488264,-108.293718,2023-08-16T23:26:00Z,3,19.61,SUV,In Progress,44.84,1.58,117.09,19.41,2.7,4.6,Cash,True
TRP0000177,DRV00074,RDR001076,New York,40.893107,-115.02479,40.680762,-83.974868,2023-02-15T00:26:00Z,62,10.79,Motorbike,No Show,148.29,1.83,313.13,14.2,4.0,1.5,Cash,False
TRP0000178,DRV00149,RDR000619,Philadelphia,39.676682,-104.323853,37.474248,-97.144667,2023-01-14T00:09:00Z,7,27.92,Motorbike,No Show,123.95,1.6,282.74,12.73,1.5,3.7,Wallet,False
TRP0000179,DRV00092,RDR000059,San Diego,33.954837,-105.525233,40.954664,-114.997383,2023-07-05T18:30:00Z,90,24.85,Comfort,In Progress,97.78,2.74,220.59,9.52,3.8,1.5,Card,False
TRP0000180,DRV00084,RDR001799,San Jose,38.546264,-101.917654,33.423107,-101.747645,2023-11-22T11:03:00Z,20,29.29,Premium,No Show,49.99,1.58,113.87,1.54,1.8,3.5,Card,False
TRP0000181,DRV00279,RDR001403,Chicago,39.399018,-105.784346,38.58374,-101.68648,2023-10-01T18:22:00Z,42,16.47,Electric,Cancelled,124.54,1.03,253.61,7.46,2.9,2.4,Cash,True
TRP0000182,DRV00112,RDR001629,San Jose,40.176454,-90.395724,39.651329,-94.345623,2023-09-30T22:35:00Z,30,8.15,SUV,Completed,125.24,1.83,354.69,2.33,1.5,1.1,Wallet,False
TRP0000183,DRV00186,RDR001224,Los Angeles,37.184969,-74.344985,34.377657,-104.289208,2023-03-02T07:08:00Z,58,7.38,Electric,Cancelled,133.79,2.38,216.05,4.2,4.9,2.7,Card,True
TRP0000184,DRV00010,RDR000221,Dallas,33.262342,-88.309502,37.745409,-96.891295,2023-05-10T01:04:00Z,57,38.85,Electric,No Show,9.25,2.34,23.21,15.65,4.7,1.8,Cash,False
TRP0000185,DRV00180,RDR001929,Phoenix,35.219005,-91.911189,35.817626,-79.518786,2023-11-10T07:32:00Z,20,1.95,Premium,Completed,127.34,1.2,274.58,0.28,1.9,1.8,Wallet,False
TRP0000186,DRV00276,RDR001886,Los Angeles,37.033562,-86.150976,35.931704,-91.477874,2023-08-14T21:06:00Z,14,0.71,Electric,Cancelled,138.86,2.67,411.39,8.48,3.1,2.6,Wallet,True
TRP0000187,DRV00239,RDR000740,San Antonio,38.637847,-92.929054,33.324869,-103.234807,2023-03-01T12:18:00Z,19,5.96,Comfort,In Progress,75.88,2.2,123.23,19.52,2.8,3.2,Wallet,False
TRP0000188,DRV00097,RDR000753,San Diego,34.434378,-73.05745,36.933187,-113.267265,2023-08-13T16:42:00Z,62,42.91,Economy,Completed,141.05,1.24,252.43,13.9,4.9,4.0,Cash,True
TRP0000189,DRV00187,RDR001729,New York,40.925291,-112.475702,39.704873,-85.365977,2023-05-23T22:49:00Z,45,48.77,Motorbike,No Show,32.44,2.51,84.41,18.86,2.4,3.7,Corporate,False
TRP0000190,DRV00262,RDR000514,San Diego,36.914731,-107.613019,40.539224,-116.662442,2023-01-28T02:31:00Z,60,14.31,Electric,Completed,18.88,2.94,33.33,13.58,1.6,3.5,Card,True
TRP0000191,DRV00267,RDR001356,Phoenix,36.983192,-95.284236,37.339505,-81.573328,2023-10-04T17:01:00Z,61,38.49,Motorbike,Completed,32.68,2.98,90.21,2.38,2.8,4.4,Corporate,False
TRP0000192,DRV00019,RDR001597,San Jose,35.424357,-86.227336,36.931837,-111.948029,2023-07-19T15:48:00Z,73,2.13,Comfort,Completed,99.93,2.14,197.97,11.08,3.2,2.9,Cash,True
TRP0000193,DRV00201,RDR001264,San Jose,38.411902,-83.508815,35.2755,-115.235921,2023-10-30T01:08:00Z,77,13.54,Electric,No Show,145.72,1.7,361.99,0.54,4.6,2.4,Card,False
TRP0000194,DRV00177,RDR001355,San Antonio,34.953831,-107.442006,35.496796,-114.177622,2023-12-19T02:55:00Z,54,49.6,Premium,No Show,54.64,1.23,73.19,10.77,1.1,3.6,Corporate,False
TRP0000195,DRV00137,RDR000649,Houston,36.021901,-100.436464,37.580309,-81.625304,2023-02-21T22:43:00Z,62,1.51,Comfort,Cancelled,89.43,1.67,179.36,15.3,2.4,3.5,Wallet,False
TRP0000196,DRV00104,RDR001098,Phoenix,34.712641,-106.068021,35.378562,-92.191569,2023-04-26T19:47:00Z,11,25.1,SUV,Completed,126.54,2.44,272.87,11.84,2.1,3.3,Corporate,False
TRP0000197,DRV00108,RDR000619,Chicago,37.037116,-104.504094,38.307654,-103.899117,2023-08-01T12:16:00Z,11,17.69,Economy,In Progress,98.78,2.34,206.96,17.62,3.5,3.1,Cash,False
TRP0000198,DRV00110,RDR001307,Los Angeles,37.261755,-90.350997,39.152953,-98.482398,2023-10-17T23:40:00Z,61,33.21,SUV,Completed,42.39,2.04,73.27,2.95,1.6,3.7,Wallet,False
TRP0000199,DRV00211,RDR001733,Phoenix,36.299507,-80.933018,38.168341,-106.459901,2023-11-04T07:25:00Z,10,16.27,Premium,Cancelled,96.19,1.23,133.11,4.91,4.3,2.9,Corporate,False
TRP0000200,DRV00019,RDR000530,San Jose,39.317359,-105.50026,37.405649,-89.006778,2023-01-22T23:31:00Z,36,10.5,Comfort,Completed,23.06,1.11,64.41,6.28,2.2,1.3,Corporate,False
TRP0000201,DRV00047,RDR001170,Houston,38.875843,-76.017905,37.17566,-80.695829,2023-09-26T08:31:00Z,19,20.15,Motorbike,Completed,37.7,1.48,46.92,16.13,2.3,3.3,Corporate,False
TRP0000202,DRV00217,RDR001987,New York,35.196379,-99.6231,39.903199,-115.483357,2023-10-01T11:44:00Z,15,11.29,Premium,Completed,28.75,1.63,53.12,13.65,4.9,4.5,Cash,False
TRP0000203,DRV00244,RDR001981,New York,40.241835,-116.433576,38.915598,-82.047641,2023-01-28T22:58:00Z,41,35.93,Electric,Cancelled,6.1,1.51,10.79,12.78,3.8,4.6,Card,False
TRP0000204,DRV00227,RDR001880,Dallas,35.04427,-113.938735,39.581662,-107.40428,2023-04-18T05:58:00Z,52,19.73,Comfort,In Progress,139.34,2.26,384.43,15.33,2.6,1.1,Card,False
TRP0000205,DRV00242,RDR001796,Houston,40.34837,-113.4822,34.282747,-106.256347,2023-02-03T11:26:00Z,44,36.98,SUV,No Show,108.46,1.91,114.39,1.04,3.6,3.5,Cash,True
TRP0000206,DRV00206,RDR000169,Phoenix,33.886626,-106.76784,38.708512,-83.457669,2023-11-29T04:54:00Z,41,10.4,Premium,In Progress,49.12,2.59,80.5,9.57,3.9,2.0,Wallet,False
TRP0000207,DRV00102,RDR001795,San Jose,36.01856,-80.439443,37.563124,-117.066941,2023-01-12T17:41:00Z,49,4.68,Motorbike,Cancelled,29.74,2.81,87.68,3.97,3.8,1.7,Corporate,False
TRP0000208,DRV00134,RDR001162,San Jose,33.938804,-85.663746,36.48127,-76.600493,2023-08-21T21:31:00Z,49,7.89,Electric,Completed,28.01,1.45,39.39,18.92,4.3,2.1,Corporate,False
TRP0000209,DRV00067,RDR001688,Los Angeles,35.263738,-87.526511,36.346648,-99.616415,2023-03-16T00:18:00Z,28,21.85,Premium,No Show,91.21,1.47,173.48,4.97,3.3,3.6,Card,True
TRP0000210,DRV00241,RDR000815,Houston,38.49482,-85.899882,38.667625,-84.875315,2023-05-12T02:06:00Z,43,7.09,Motorbike,Completed,146.24,1.1,418.56,9.42,2.4,3.4,Card,True
TRP0000211,DRV00130,RDR000809,Los Angeles,38.370096,-112.049279,40.137808,-116.149375,2023-04-02T08:10:00Z,50,25.47,Premium,In Progress,47.47,2.86,130.82,2.64,2.3,3.1,Cash,False
TRP0000212,DRV00060,RDR001994,New York,39.678432,-84.347948,40.409896,-105.268352,2023-05-15T19:53:00Z,18,16.01,Premium,No Show,76.38,2.03,142.95,3.3,3.9,3.0,Cash,False
TRP0000213,DRV00028,RDR000074,Los Angeles,36.76198,-110.640027,36.737063,-112.778918,2023-09-11T01:28:00Z,8,9.85,Electric,No Show,36.79,2.98,78.06,9.16,1.4,3.9,Cash,True
TRP0000214,DRV00179,RDR000345,Los Angeles,38.999493,-80.984271,37.505979,-88.158804,2023-04-19T18:00:00Z,38,5.13,SUV,Cancelled,29.56,1.83,34.1,15.37,3.7,4.5,Card,False
TRP0000215,DRV00063,RDR000218,San Jose,39.695818,-111.080104,33.648506,-80.618535,2023-12-04T15:29:00Z,77,20.01,Motorbike,No Show,139.58,2.19,141.2,19.4,3.6,4.8,Wallet,False
TRP0000216,DRV00109,RDR001635,Philadelphia,33.44428,-114.817416,40.615202,-100.837408,2023-07-24T08:11:00Z,84,43.23,Electric,Cancelled,44.59,2.93,121.78,1.78,4.4,1.7,Corporate,False
TRP0000217,DRV00079,RDR001508,Houston,39.450826,-104.045441,38.479696,-112.0921,2023-12-07T03:53:00Z,64,6.47,Premium,No Show,120.76,2.03,239.01,17.71,2.9,3.3,Corporate,True
TRP0000218,DRV00217,RDR001292,New York,36.408137,-116.180286,35.733959,-97.141381,2023-04-25T20:43:00Z,80,40.64,Premium,Cancelled,30.39,2.86,62.44,12.94,1.3,2.9,Card,False
TRP0000219,DRV00154,RDR000616,San Jose,39.732304,-94.460857,35.363853,-115.852228,2023-02-09T01:32:00Z,18,7.86,Comfort,Completed,103.59,2.02,189.16,9.29,3.9,4.3,Wallet,False
TRP0000220,DRV00300,RDR001517,Los Angeles,38.292627,-109.920151,34.457665,-100.31692,2023-02-12T13:56:00Z,66,4.55,Electric,No Show,5.39,1.63,13.2,15.15,2.8,4.2,Wallet,False
TRP0000221,DRV00109,RDR001380,Philadelphia,33.850645,-93.95308,33.046777,-112.749478,2023-03-29T20:30:00Z,79,9.66,Electric,In Progress,41.12,2.38,112.57,19.32,3.4,2.9,Wallet,False
TRP0000222,DRV00155,RDR000230,Philadelphia,39.527746,-86.67854,34.505769,-116.793312,2023-09-04T20:09:00Z,19,4.84,Motorbike,Cancelled,5.04,1.87,11.35,15.8,1.8,2.2,Corporate,False
TRP0000223,DRV00243,RDR000313,San Diego,38.910249,-97.963032,36.880375,-117.11675,2023-08-19T18:15:00Z,16,21.38,SUV,Cancelled,27.42,1.59,72.91,7.83,2.3,1.4,Corporate,False
TRP0000224,DRV00254,RDR000596,Los Angeles,33.296138,-100.014383,37.106846,-85.392362,2023-12-14T15:14:00Z,78,36.99,Electric,Completed,110.47,2.06,203.71,6.32,1.3,4.6,Corporate,False
TRP0000225,DRV00060,RDR001429,New York,36.48984,-110.739995,38.809673,-96.88418,2023-08-13T07:32:00Z,84,24.99,Premium,Cancelled,53.97,2.18,127.91,18.43,4.4,3.9,Corporate,False
TRP0000226,DRV00151,RDR001707,San Antonio,40.529576,-88.637492,35.882045,-96.745382,2023-03-24T19:13:00Z,51,36.29,Comfort,No Show,144.09,2.38,168.93,9.66,1.7,1.6,Corporate,True
TRP0000227,DRV00213,RDR000429,Phoenix,37.454644,-73.033245,35.870294,-106.26364,2023-12-13T05:11:00Z,65,47.18,Economy,Completed,47.64,2.61,79.82,2.28,1.9,3.2,Corporate,False
TRP0000228,DRV00175,RDR001141,San Jose,35.13993,-111.196973,38.521085,-94.807565,2023-12-09T03:45:00Z,7,39.35,Motorbike,Completed,116.2,2.85,217.95,9.14,4.4,1.4,Card,True
TRP0000229,DRV00288,RDR000242,Los Angeles,39.966956,-77.00564,34.25626,-104.854466,2023-08-15T16:31:00Z,15,2.58,Comfort,Completed,27.56,1.31,47.61,16.38,1.5,1.8,Corporate,True
TRP0000230,DRV00126,RDR001035,Dallas,34.370094,-106.029297,38.721598,-99.324613,2023-11-19T21:15:00Z,62,41.82,Motorbike,Cancelled,53.17,2.51,109.49,15.74,1.6,2.7,Corporate,False
TRP0000231,DRV00265,RDR000907,Philadelphia,34.164674,-117.552308,39.449975,-75.536072,2023-02-13T10:20:00Z,48,39.83,SUV,In Progress,141.73,2.96,188.31,1.23,4.0,3.6,Cash,True
TRP0000232,DRV00267,RDR001395,Phoenix,38.606323,-78.690414,38.772408,-103.883714,2023-06-26T00:52:00Z,55,48.65,Motorbike,No Show,62.09,2.8,137.89,2.94,2.6,3.6,Corporate,False
TRP0000233,DRV00208,RDR001101,Philadelphia,35.675943,-85.370559,38.920418,-112.329746,2023-10-04T09:13:00Z,40,38.88,SUV,Completed,15.39,2.02,25.0,6.81,3.5,1.1,Wallet,False
TRP0000234,DRV00156,RDR000123,San Diego,39.732668,-106.310959,37.059995,-112.428414,2023-11-30T03:28:00Z,66,36.46,Comfort,No Show,19.23,2.14,19.43,6.78,1.9,4.0,Cash,False
TRP0000235,DRV00154,RDR001463,San Jose,36.021326,-84.811946,33.841815,-94.759668,2023-04-09T11:29:00Z,75,14.58,Comfort,Completed,101.85,1.29,188.56,8.24,1.4,2.7,Cash,False
TRP0000236,DRV00110,RDR000825,Los Angeles,37.705916,-94.647475,36.15826,-106.133783,2023-09-13T20:27:00Z,49,22.59,SUV,In Progress,102.49,2.38,296.77,14.63,2.7,1.7,Cash,False
TRP0000237,DRV00235,RDR000242,Chicago,38.555766,-97.505543,33.260859,-110.942214,2023-10-14T11:58:00Z,67,6.9,SUV,Completed,129.9,2.2,236.06,2.42,3.3,1.2,Cash,True
TRP0000238,DRV00191,RDR000996,Houston,33.223822,-111.570877,39.27034,-99.020936,2023-06-06T09:13:00Z,49,15.59,Comfort,Cancelled,47.58,2.64,94.09,2.45,2.4,4.5,Corporate,False
TRP0000239,DRV00294,RDR001601,Houston,36.018445,-80.449301,39.669468,-112.023568,2023-03-12T16:40:00Z,59,15.83,Motorbike,In Progress,135.34,2.52,315.94,2.98,3.9,1.4,Corporate,False
TRP0000240,DRV00120,RDR001963,Chicago,38.363551,-98.060671,35.219001,-114.016155,2023-03-26T22:01:00Z,45,45.06,Electric,No Show,82.53,2.12,102.96,11.19,1.8,3.5,Card,False
TRP0000241,DRV00244,RDR001918,New York,37.254875,-74.693046,35.1997,-108.738775,2023-12-28T18:28:00Z,4,25.38,Electric,Completed,20.68,2.61,45.78,8.04,1.2,4.4,Card,False
TRP0000242,DRV00224,RDR000650,New York,36.056088,-113.903871,40.838289,-93.619933,2023-05-27T04:11:00Z,5,9.44,Electric,No Show,129.37,2.54,169.27,19.04,3.7,1.2,Wallet,False
TRP0000243,DRV00014,RDR000656,Phoenix,34.139684,-77.814504,35.063474,-75.629012,2023-03-03T01:12:00Z,40,35.81,Electric,Cancelled,60.32,2.5,131.02,9.86,4.0,2.5,Card,False
TRP0000244,DRV00032,RDR000992,Dallas,33.231252,-89.490642,40.309881,-117.161973,2023-10-11T18:43:00Z,72,16.26,Economy,Completed,62.84,1.49,132.56,15.7,2.2,2.6,Card,False
TRP0000245,DRV00073,RDR001101,Phoenix,40.620901,-74.739155,37.441218,-116.119356,2023-08-26T19:18:00Z,23,18.98,Motorbike,Cancelled,117.96,1.0,338.19,9.64,3.4,4.4,Corporate,False
TRP0000246,DRV00109,RDR000331,Philadelphia,38.913464,-92.661329,35.405107,-100.211279,2023-03-04T04:46:00Z,67,29.47,Electric,No Show,44.35,2.76,63.05,10.1,4.2,4.5,Wallet,False
TRP0000247,DRV00232,RDR000700,San Jose,34.684991,-74.845329,35.627658,-76.869179,2023-03-10T20:59:00Z,86,14.01,Premium,Completed,147.5,2.22,148.76,0.19,1.7,3.2,Corporate,False
TRP0000248,DRV00276,RDR001104,Los Angeles,33.24758,-80.556226,38.372905,-87.748934,2023-06-30T12:52:00Z,85,4.52,Electric,No Show,98.74,1.77,264.45,16.24,4.9,1.5,Wallet,False
TRP0000249,DRV00228,RDR001394,New York,40.37119,-101.898054,33.719732,-90.395078,2023-06-05T22:14:00Z,4,0.96,Economy,Cancelled,114.49,2.96,335.98,0.74,3.0,3.8,Cash,True
TRP0000250,DRV00101,RDR001782,Chicago,35.21878,-95.485346,34.363817,-109.280338,2023-10-17T21:43:00Z,83,49.22,Comfort,Cancelled,61.22,1.13,76.92,1.3,2.0,3.3,Cash,False
TRP0000251,DRV00099,RDR001420,San Diego,38.421876,-90.349455,38.445443,-78.260413,2023-01-02T13:41:00Z,4,42.46,Electric,Completed,148.82,2.71,244.96,16.89,2.6,1.5,Corporate,False
TRP0000252,DRV00186,RDR000460,Los Angeles,33.375717,-76.672383,37.259282,-103.769112,2023-07-20T06:21:00Z,7,26.1,Electric,Completed,132.92,2.76,347.63,19.81,1.9,3.8,Card,False
TRP0000253,DRV00101,RDR001281,Chicago,33.773809,-96.401511,39.464473,-91.336115,2023-11-17T10:53:00Z,41,8.64,Comfort,No Show,12.24,1.49,23.83,19.18,4.3,4.3,Cash,True
TRP0000254,DRV00225,RDR000256,New York,33.684278,-115.269087,33.266749,-103.902425,2023-12-22T02:50:00Z,82,38.32,SUV,Cancelled,68.63,1.12,178.77,1.1,3.4,2.7,Card,True
TRP0000255,DRV00287,RDR001265,Dallas,39.015707,-107.509961,37.796607,-88.312419,2023-01-06T14:24:00Z,50,3.08,Premium,In Progress,62.05,2.59,171.25,12.38,2.4,4.8,Card,False
TRP0000256,DRV00265,RDR000026,Philadelphia,37.761401,-114.960499,39.315331,-109.287346,2023-10-21T04:40:00Z,26,16.75,SUV,No Show,18.88,1.71,37.06,12.42,1.7,1.6,Card,True
TRP0000257,DRV00066,RDR001335,Dallas,39.034989,-103.996529,40.081775,-83.102695,2023-03-17T15:19:00Z,57,15.93,Motorbike,No Show,78.43,1.58,230.63,10.35,3.6,1.6,Cash,True
